time,lat,lon,sea_water_temperature,qartod_sea_water_temperature_gap_flag,qartod_sea_water_temperature_valid_range_flag,qartod_sea_water_temperature_location_flag,qartod_sea_water_temperature_syntax_flag,qartod_sea_water_temperature_climatological_flag,qartod_sea_water_temperature_flat_line_flag,qartod_sea_water_temperature_gross_range_flag,qartod_sea_water_temperature_rate_of_change_flag,qartod_sea_water_temperature_spike_flag,qartod_sea_water_temperature_attenuated_signal_flag,qartod_sea_water_temperature_density_inversion_flag,qartod_sea_water_temperature_primary_flag,sea_water_electrical_conductivity,qartod_sea_water_electrical_conductivity_gap_flag,qartod_sea_water_electrical_conductivity_valid_range_flag,qartod_sea_water_electrical_conductivity_location_flag,qartod_sea_water_electrical_conductivity_syntax_flag,qartod_sea_water_electrical_conductivity_climatological_flag,qartod_sea_water_electrical_conductivity_flat_line_flag,qartod_sea_water_electrical_conductivity_gross_range_flag,qartod_sea_water_electrical_conductivity_rate_of_change_flag,qartod_sea_water_electrical_conductivity_spike_flag,qartod_sea_water_electrical_conductivity_attenuated_signal_flag,qartod_sea_water_electrical_conductivity_density_inversion_flag,qartod_sea_water_electrical_conductivity_primary_flag,sea_water_pressure,qartod_sea_water_pressure_gap_flag,qartod_sea_water_pressure_valid_range_flag,qartod_sea_water_pressure_location_flag,qartod_sea_water_pressure_syntax_flag,qartod_sea_water_pressure_climatological_flag,qartod_sea_water_pressure_flat_line_flag,qartod_sea_water_pressure_gross_range_flag,qartod_sea_water_pressure_rate_of_change_flag,qartod_sea_water_pressure_spike_flag,qartod_sea_water_pressure_pressure_flag,qartod_sea_water_pressure_attenuated_signal_flag,qartod_sea_water_pressure_density_inversion_flag,qartod_sea_water_pressure_primary_flag,sea_water_practical_salinity,qartod_sea_water_practical_salinity_gap_flag,qartod_sea_water_practical_salinity_valid_range_flag,qartod_sea_water_practical_salinity_location_flag,qartod_sea_water_practical_salinity_syntax_flag,qartod_sea_water_practical_salinity_climatological_flag,qartod_sea_water_practical_salinity_flat_line_flag,qartod_sea_water_practical_salinity_gross_range_flag,qartod_sea_water_practical_salinity_rate_of_change_flag,qartod_sea_water_practical_salinity_spike_flag,qartod_sea_water_practical_salinity_attenuated_signal_flag,qartod_sea_water_practical_salinity_density_inversion_flag,qartod_sea_water_practical_salinity_primary_flag,sea_water_ph,qartod_sea_water_ph_gap_flag,qartod_sea_water_ph_valid_range_flag,qartod_sea_water_ph_location_flag,qartod_sea_water_ph_syntax_flag,qartod_sea_water_ph_climatological_flag,qartod_sea_water_ph_flat_line_flag,qartod_sea_water_ph_gross_range_flag,qartod_sea_water_ph_rate_of_change_flag,qartod_sea_water_ph_spike_flag,qartod_sea_water_ph_attenuated_signal_flag,qartod_sea_water_ph_density_inversion_flag,qartod_sea_water_ph_primary_flag,sea_water_dissolved_oxygen,qartod_sea_water_dissolved_oxygen_gap_flag,qartod_sea_water_dissolved_oxygen_valid_range_flag,qartod_sea_water_dissolved_oxygen_location_flag,qartod_sea_water_dissolved_oxygen_syntax_flag,qartod_sea_water_dissolved_oxygen_climatological_flag,qartod_sea_water_dissolved_oxygen_flat_line_flag,qartod_sea_water_dissolved_oxygen_gross_range_flag,qartod_sea_water_dissolved_oxygen_rate_of_change_flag,qartod_sea_water_dissolved_oxygen_spike_flag,qartod_sea_water_dissolved_oxygen_attenuated_signal_flag,qartod_sea_water_dissolved_oxygen_density_inversion_flag,qartod_sea_water_dissolved_oxygen_primary_flag,sea_water_fluorescence,qartod_sea_water_fluorescence_gap_flag,qartod_sea_water_fluorescence_valid_range_flag,qartod_sea_water_fluorescence_location_flag,qartod_sea_water_fluorescence_syntax_flag,qartod_sea_water_fluorescence_climatological_flag,qartod_sea_water_fluorescence_flat_line_flag,qartod_sea_water_fluorescence_gross_range_flag,qartod_sea_water_fluorescence_rate_of_change_flag,qartod_sea_water_fluorescence_spike_flag,qartod_sea_water_fluorescence_attenuated_signal_flag,qartod_sea_water_fluorescence_density_inversion_flag,qartod_sea_water_fluorescence_primary_flag,sea_water_turbidity,qartod_sea_water_turbidity_gap_flag,qartod_sea_water_turbidity_valid_range_flag,qartod_sea_water_turbidity_location_flag,qartod_sea_water_turbidity_syntax_flag,qartod_sea_water_turbidity_climatological_flag,qartod_sea_water_turbidity_flat_line_flag,qartod_sea_water_turbidity_gross_range_flag,qartod_sea_water_turbidity_rate_of_change_flag,qartod_sea_water_turbidity_spike_flag,qartod_sea_water_turbidity_attenuated_signal_flag,qartod_sea_water_turbidity_density_inversion_flag,qartod_sea_water_turbidity_primary_flag,altitude,qartod_altitude_gap_flag,qartod_altitude_valid_range_flag,qartod_altitude_location_flag,qartod_altitude_syntax_flag,qartod_altitude_climatological_flag,qartod_altitude_flat_line_flag,qartod_altitude_gross_range_flag,qartod_altitude_rate_of_change_flag,qartod_altitude_spike_flag,qartod_altitude_attenuated_signal_flag,qartod_altitude_density_inversion_flag,qartod_altitude_primary_flag,depth,qartod_depth_gap_flag,qartod_depth_valid_range_flag,qartod_depth_location_flag,qartod_depth_syntax_flag,qartod_depth_climatological_flag,qartod_depth_flat_line_flag,qartod_depth_gross_range_flag,qartod_depth_rate_of_change_flag,qartod_depth_spike_flag,qartod_depth_attenuated_signal_flag,qartod_depth_density_inversion_flag,qartod_depth_primary_flag
2021-09-30 15:47:05,30.186517,-91.985462,12.191,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,0.118,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,8.647,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,0.102,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,7.289,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,2.04,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.112,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.688,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.611,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.85,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0
2021-09-30 15:47:05,30.186517,-91.985462,12.19,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,0.118,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,8.647,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,0.102,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,7.282,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,2.035,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.15,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.688,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.615,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.85,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0
2021-09-30 15:47:05,30.186517,-91.985462,12.188,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,4.0,0.118,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,8.647,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,4.0,1.0,4.0,0.102,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,7.281,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,2.03,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.275,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,6.813,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.644,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.85,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0
2021-09-30 15:47:06,30.186518,-91.985462,12.187,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,4.0,0.118,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,8.648,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,0.102,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,7.274,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,2.04,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.112,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,7.063,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.644,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.851,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0
2021-09-30 15:47:06,30.186518,-91.985462,12.186,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,0.118,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,8.648,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,0.102,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,7.281,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.175,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.938,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.612,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,8.851,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0
2021-09-30 15:47:06,30.186518,-91.985462,12.185,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,0.118,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,8.648,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,0.102,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,7.28,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.075,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.813,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.661,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,8.851,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0
2021-09-30 15:47:06,30.186518,-91.985462,12.184,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,4.0,0.118,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,8.648,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,4.0,1.0,4.0,0.102,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,7.289,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,2.005,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.15,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,6.875,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.624,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,8.851,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0
2021-09-30 15:47:07,30.186519,-91.985461,12.181,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,4.0,0.118,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,8.648,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,4.0,1.0,4.0,0.102,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,7.279,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,2.01,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.15,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,6.625,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.642,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,8.851,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0
2021-09-30 15:47:07,30.186519,-91.985461,12.181,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,0.116,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,8.647,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,0.1,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,7.275,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.985,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.112,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.625,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.642,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,8.85,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0
2021-09-30 15:47:07,30.186519,-91.985461,12.179,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,0.118,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,8.647,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,0.102,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,7.286,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.985,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.05,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.75,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.657,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,8.85,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0
2021-09-30 15:47:07,30.186519,-91.985461,12.178,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,4.0,0.118,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,8.646,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,4.0,1.0,4.0,0.102,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,7.284,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.975,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.063,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,6.813,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.653,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,8.849,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0
2021-09-30 15:47:08,30.186521,-91.985459,12.18,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,4.0,0.118,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,8.646,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,4.0,1.0,4.0,0.102,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,7.284,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.975,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.088,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,6.938,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.653,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,8.849,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0
2021-09-30 15:47:08,30.186521,-91.985459,12.177,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,0.118,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,8.646,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,0.102,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,7.287,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.965,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.05,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.938,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.659,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,8.849,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0
2021-09-30 15:47:08,30.186521,-91.985459,12.176,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,0.118,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,8.646,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,0.102,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,7.289,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.965,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.125,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.625,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.639,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,8.849,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0
2021-09-30 15:47:08,30.186521,-91.985459,12.176,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,4.0,0.118,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,8.646,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,4.0,1.0,4.0,0.102,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,7.295,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.965,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,2.075,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,7.5,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.574,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.849,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0
2021-09-30 15:47:09,30.186522,-91.985459,12.175,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,4.0,0.118,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,8.646,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,4.0,1.0,4.0,0.102,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,7.285,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.96,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,2.125,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,7.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.574,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.849,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0
2021-09-30 15:47:09,30.186522,-91.985459,12.173,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,0.118,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,8.646,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,0.102,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,7.289,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.96,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,2.088,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.875,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.633,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.849,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0
2021-09-30 15:47:09,30.186522,-91.985459,12.172,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,0.118,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,8.646,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,0.102,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,7.287,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.95,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.088,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.813,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.617,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.849,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0
2021-09-30 15:47:09,30.186522,-91.985459,12.172,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,4.0,0.118,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,8.645,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,4.0,1.0,4.0,0.102,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,7.288,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.925,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.05,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,6.938,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.607,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.848,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0
2021-09-30 15:47:10,30.186522,-91.985459,12.172,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,4.0,0.118,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,8.645,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,4.0,1.0,4.0,0.102,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,7.281,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.93,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.125,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,7.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.607,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.848,0.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0
