Date / Time	TURBIDITY;FTU	PRESSURE;DBAR	TEMPERATURE;C	DISSOLVED OXYGEN;SAT%	ALTITUDE;M	CONDUCTIVITY;MS/CM	FLUOROMETER (C);UG/L	PH;PH	Calc. SALINITY; PSU	Calc. DEPTH;M	LATITUDE;DEG	LONGITUDE;DEG
06/10/2022 13:00:50.000	484.812	0000.002	0023.016	0085.575	0090.682	0028.580	0007.350	0008.220	0034.394	0000.002	30.392391	-88.833892
06/10/2022 13:00:50.000	1363.375	-000.011	0023.008	0085.580	0089.443	0021.520	0007.037	0008.223	0025.190	-000.011	30.392393	-88.833887
06/10/2022 13:00:50.000	1614.125	-000.001	0022.998	0085.585	0065.245	0026.408	0006.688	0008.225	0031.525	-000.001	30.392396	-88.833877
06/10/2022 13:00:51.000	455.937	-000.002	0022.992	0085.540	0080.290	0026.796	0007.050	0008.224	0032.035	-000.002	30.392398	-88.833872
06/10/2022 13:00:51.000	729.437	-000.001	0022.985	0085.475	0094.207	0026.082	0007.450	0008.224	0031.098	-000.001	30.392399	-88.833868
06/10/2022 13:00:51.000	1496.375	-000.002	0022.983	0085.475	0067.521	0026.866	0007.588	0008.227	0032.127	-000.002	30.392401	-88.833863
06/10/2022 13:00:51.000	1223.063	-000.002	0022.976	0085.485	0003.385	0007.452	0007.213	0008.226	0008.000	-000.002	30.392403	-88.833855
06/10/2022 13:00:52.000	2378.000	-000.002	0022.972	0085.475	0097.683	0001.338	0007.375	0008.230	0001.292	-000.002	30.392404	-88.833850
06/10/2022 13:00:52.000	678.187	-000.002	0022.974	0085.945	0085.156	0007.884	0007.188	0008.232	0008.499	-000.002	30.392406	-88.833846
06/10/2022 13:00:52.000	1403.687	0000.000	0022.976	0085.965	0095.367	0029.686	0007.287	0008.235	0035.867	0000.000	30.392407	-88.833842
06/10/2022 13:00:52.000	1049.125	-000.001	0022.973	0085.945	0096.411	0002.784	0007.287	0008.228	0002.799	-000.001	30.392409	-88.833834
06/10/2022 13:00:53.000	1507.750	-000.002	0022.972	0085.945	0078.467	0006.084	0007.400	0008.229	0006.437	-000.002	30.392410	-88.833831
06/10/2022 13:00:53.000	726.625	-000.002	0022.973	0085.950	0090.592	0001.786	0007.325	0008.227	0001.751	-000.002	30.392412	-88.833827
06/10/2022 13:00:53.000	456.813	-000.002	0022.972	0086.230	0003.356	0018.644	0007.313	0008.228	0021.542	-000.002	30.392413	-88.833823
06/10/2022 13:00:53.000	723.562	-000.002	0022.974	0086.230	0000.000	0017.128	0007.375	0008.228	0019.644	-000.002	30.392416	-88.833816
06/10/2022 13:00:54.000	1161.563	-000.002	0022.974	0086.230	0092.693	0023.446	0007.463	0008.228	0027.666	-000.002	30.392417	-88.833812
06/10/2022 13:00:54.000	624.625	-000.002	0022.975	0086.225	0090.636	0011.658	0007.400	0008.227	0012.951	-000.002	30.392419	-88.833809
06/10/2022 13:00:54.000	438.312	-000.002	0022.974	0086.205	0003.445	0017.388	0007.713	0008.229	0019.968	-000.002	30.392420	-88.833806
06/10/2022 13:00:54.000	76.813	-000.002	0022.975	0087.370	0003.434	0029.640	0007.450	0008.227	0035.805	-000.002	30.392422	-88.833800
06/10/2022 13:00:55.000	184.875	-000.002	0022.986	0087.365	0003.307	0030.254	0007.450	0008.228	0036.626	-000.002	30.392423	-88.833797
06/10/2022 13:00:55.000	2368.937	-000.002	0022.994	0087.365	0003.390	0027.846	0007.350	0008.225	0033.421	-000.002	30.392424	-88.833793
06/10/2022 13:00:55.000	891.250	-000.001	0022.997	0087.360	0003.444	0030.314	0007.488	0008.228	0036.707	-000.001	30.392425	-88.833790
06/10/2022 13:00:55.000	107.187	0000.013	0023.000	0088.130	0000.113	0030.330	0007.438	0008.224	0036.728	0000.013	30.392427	-88.833784
06/10/2022 13:00:56.000	64.938	-000.000	0022.996	0088.175	0003.394	0030.126	0007.613	0008.225	0036.455	-000.000	30.392428	-88.833782
