Date / Time	TURBIDITY;FTU	PRESSURE;DBAR	TEMPERATURE;C	DISSOLVED OXYGEN;SAT%	ALTITUDE;M	CONDUCTIVITY;MS/CM	FLUOROMETER (C);UG/L	PH;PH	Calc. SALINITY; PSU	Calc. DEPTH;M	LATITUDE;DEG	LONGITUDE;DEG
30/09/2021 16:27:58.000	5.313	-000.019	0026.293	0089.545	0013.963	0000.102	0007.863	0008.126	0000.087	-000.019	30.186386	-91.985266
30/09/2021 16:27:58.000	5.250	-000.021	0026.296	0089.550	0014.087	0000.100	0008.113	0008.132	0000.085	-000.021	30.186386	-91.985266
30/09/2021 16:27:59.000	5.250	-000.018	0026.301	0089.550	0013.934	0000.100	0008.325	0008.114	0000.085	-000.018	30.186388	-91.985266
30/09/2021 16:27:59.000	5.438	-000.021	0026.308	0089.555	0014.043	0000.102	0007.950	0008.124	0000.087	-000.021	30.186388	-91.985266
30/09/2021 16:27:59.000	5.313	-000.020	0026.315	0089.545	0013.929	0000.102	0008.050	0008.131	0000.087	-000.020	30.186388	-91.985266
30/09/2021 16:27:59.000	5.438	0000.019	0026.313	0089.550	0013.915	0000.100	0008.063	0008.109	0000.085	0000.019	30.186388	-91.985266
30/09/2021 16:28:00.000	5.250	0000.074	0026.313	0089.545	0013.931	0000.100	0008.338	0008.091	0000.085	0000.076	30.186389	-91.985266
30/09/2021 16:28:00.000	5.250	0000.145	0026.319	0088.935	0013.795	0000.100	0008.838	0008.079	0000.085	0000.148	30.186389	-91.985266
30/09/2021 16:28:00.000	5.188	0000.240	0026.317	0089.580	0013.630	0000.100	0008.887	0008.071	0000.085	0000.246	30.186389	-91.985266
30/09/2021 16:28:00.000	5.250	0000.322	0026.319	0089.590	0013.664	0000.100	0008.875	0008.050	0000.085	0000.330	30.186389	-91.985266
30/09/2021 16:28:01.000	5.188	0000.388	0026.322	0089.590	0013.502	0000.100	0009.788	0008.030	0000.085	0000.397	30.186390	-91.985267
30/09/2021 16:28:01.000	5.250	0000.482	0026.323	0089.595	0013.360	0000.100	0010.675	0008.001	0000.085	0000.493	30.186390	-91.985267
30/09/2021 16:28:01.000	5.250	0000.598	0026.318	0089.595	0013.321	0000.100	0011.050	0007.984	0000.085	0000.612	30.186390	-91.985267
30/09/2021 16:28:01.000	5.313	0000.680	0026.311	0089.580	0013.207	0000.102	0011.063	0007.984	0000.087	0000.696	30.186390	-91.985267
30/09/2021 16:28:02.000	5.313	0000.756	0026.300	0089.585	0013.120	0000.102	0011.075	0007.954	0000.087	0000.774	30.186391	-91.985267
30/09/2021 16:28:02.000	5.313	0000.850	0026.283	0089.590	0013.013	0000.100	0011.925	0007.930	0000.085	0000.870	30.186391	-91.985267
30/09/2021 16:28:02.000	5.375	0000.925	0026.258	0089.580	0012.930	0000.100	0013.150	0007.920	0000.085	0000.947	30.186391	-91.985267
30/09/2021 16:28:02.000	5.563	0001.026	0026.241	0089.440	0012.777	0000.100	0013.750	0007.909	0000.085	0001.050	30.186391	-91.985267
30/09/2021 16:28:03.000	5.625	0001.094	0026.211	0089.440	0012.829	0000.100	0013.487	0007.897	0000.085	0001.120	30.186393	-91.985267
30/09/2021 16:28:03.000	5.625	0001.172	0026.179	0089.440	0012.709	0000.100	0013.713	0007.895	0000.085	0001.199	30.186393	-91.985267
30/09/2021 16:28:03.000	5.750	0001.266	0026.116	0089.440	0012.570	0000.102	0013.512	0007.859	0000.087	0001.296	30.186393	-91.985267
30/09/2021 16:28:03.000	5.813	0001.337	0026.053	0088.605	0012.509	0000.100	0013.413	0007.856	0000.085	0001.368	30.186393	-91.985267
30/09/2021 16:28:04.000	5.625	0001.417	0026.001	0089.130	0012.464	0000.100	0012.963	0007.865	0000.085	0001.450	30.186394	-91.985267
30/09/2021 16:28:04.000	5.563	0001.504	0025.955	0089.125	0012.299	0000.100	0012.550	0007.868	0000.085	0001.539	30.186394	-91.985267
30/09/2021 16:28:04.000	5.625	0001.600	0025.906	0089.140	0012.264	0000.100	0012.988	0007.867	0000.085	0001.637	30.186394	-91.985267
30/09/2021 16:28:04.000	5.563	0001.684	0025.868	0089.130	0012.129	0000.100	0012.275	0007.839	0000.085	0001.723	30.186394	-91.985267
30/09/2021 16:28:05.000	5.625	0001.768	0025.845	0088.375	0012.063	0000.100	0012.275	0007.836	0000.085	0001.809	30.186396	-91.985268
30/09/2021 16:28:05.000	5.500	0001.842	0025.825	0088.375	0011.960	0000.100	0012.375	0007.828	0000.085	0001.885	30.186396	-91.985268
30/09/2021 16:28:05.000	5.500	0001.926	0025.810	0088.370	0011.890	0000.100	0012.500	0007.803	0000.085	0001.971	30.186396	-91.985268
30/09/2021 16:28:05.000	5.500	0002.012	0025.796	0088.375	0011.954	0000.100	0012.262	0007.793	0000.085	0002.059	30.186396	-91.985268
30/09/2021 16:28:06.000	5.438	0002.081	0025.781	0088.370	0011.723	0000.102	0011.800	0007.782	0000.087	0002.130	30.186397	-91.985268
30/09/2021 16:28:06.000	5.375	0002.154	0025.770	0087.035	0011.688	0000.100	0012.225	0007.768	0000.085	0002.204	30.186397	-91.985268
30/09/2021 16:28:06.000	5.313	0002.251	0025.760	0087.035	0011.602	0000.100	0012.038	0007.721	0000.085	0002.304	30.186397	-91.985268
30/09/2021 16:28:06.000	5.250	0002.333	0025.754	0087.035	0011.563	0000.100	0012.250	0007.716	0000.085	0002.388	30.186397	-91.985268
30/09/2021 16:28:07.000	5.250	0002.416	0025.750	0087.030	0011.471	0000.100	0012.538	0007.670	0000.085	0002.473	30.186398	-91.985268
30/09/2021 16:28:07.000	5.250	0002.501	0025.742	0085.340	0011.360	0000.100	0012.475	0007.670	0000.085	0002.560	30.186398	-91.985268
30/09/2021 16:28:07.000	5.125	0002.582	0025.737	0085.300	0011.211	0000.100	0012.375	0007.691	0000.085	0002.642	30.186398	-91.985268
30/09/2021 16:28:07.000	5.188	0002.673	0025.733	0085.305	0011.226	0000.100	0012.038	0007.673	0000.085	0002.736	30.186398	-91.985268
30/09/2021 16:28:08.000	5.125	0002.739	0025.733	0085.310	0011.094	0000.100	0011.313	0007.661	0000.085	0002.803	30.186399	-91.985268
30/09/2021 16:28:08.000	5.125	0002.809	0025.728	0085.305	0011.054	0000.100	0010.612	0007.623	0000.085	0002.875	30.186399	-91.985268
