Date / Time	TURBIDITY;FTU	PRESSURE;DBAR	TEMPERATURE;C	DISSOLVED OXYGEN;SAT%	ALTITUDE;M	CONDUCTIVITY;MS/CM	FLUOROMETER (C);UG/L	PH;PH	Calc. SALINITY; PSU	Calc. DEPTH;M	LATITUDE;DEG	LONGITUDE;DEG
06/10/2022 12:35:32.000	14.438	0000.066	0022.291	0089.195	0003.507	0027.796	0008.225	0008.258	0033.355	0000.068	30.387357	-88.854029
06/10/2022 12:35:32.000	21.188	0000.058	0022.288	0089.195	0003.480	0027.748	0008.137	0008.258	0033.291	0000.059	30.387350	-88.854034
06/10/2022 12:35:32.000	17.313	0000.056	0022.285	0089.190	0003.472	0027.638	0008.063	0008.258	0033.146	0000.057	30.387346	-88.854036
06/10/2022 12:35:33.000	30.375	0000.049	0022.285	0089.185	0003.470	0027.736	0008.137	0008.258	0033.275	0000.050	30.387343	-88.854038
06/10/2022 12:35:33.000	261.937	0000.041	0022.282	0089.210	0003.455	0027.732	0008.300	0008.256	0033.270	0000.042	30.387339	-88.854040
06/10/2022 12:35:33.000	89.375	0000.042	0022.282	0089.210	0003.427	0027.288	0008.300	0008.257	0032.683	0000.043	30.387332	-88.854044
06/10/2022 12:35:33.000	331.813	0000.040	0022.280	0089.210	0003.433	0027.604	0008.450	0008.259	0033.101	0000.041	30.387329	-88.854046
06/10/2022 12:35:34.000	246.938	0000.037	0022.279	0089.205	0003.405	0027.596	0008.338	0008.257	0033.090	0000.038	30.387326	-88.854048
06/10/2022 12:35:34.000	90.437	0000.045	0022.278	0089.045	0003.421	0026.934	0008.225	0008.257	0032.217	0000.046	30.387322	-88.854049
06/10/2022 12:35:34.000	39.875	0000.045	0022.280	0089.150	0003.400	0027.694	0008.575	0008.259	0033.220	0000.046	30.387319	-88.854051
06/10/2022 12:35:34.000	25.313	0000.042	0022.280	0089.145	0000.000	0027.806	0009.050	0008.257	0033.368	0000.043	30.387313	-88.854055
06/10/2022 12:35:35.000	13.687	0000.042	0022.280	0089.145	0003.406	0027.818	0008.450	0008.258	0033.384	0000.043	30.387310	-88.854056
06/10/2022 12:35:35.000	23.937	0000.043	0022.278	0089.155	0003.399	0027.706	0008.288	0008.258	0033.236	0000.044	30.387307	-88.854058
06/10/2022 12:35:35.000	14.500	0000.045	0022.280	0089.200	0003.425	0027.742	0008.038	0008.257	0033.283	0000.046	30.387301	-88.854061
06/10/2022 12:35:35.000	41.500	0000.049	0022.278	0089.190	0003.430	0027.838	0008.025	0008.258	0033.410	0000.050	30.387298	-88.854062
06/10/2022 12:35:36.000	28.750	0000.038	0022.279	0089.195	0003.418	0027.850	0008.163	0008.258	0033.426	0000.039	30.387295	-88.854064
06/10/2022 12:35:36.000	12.563	0000.035	0022.282	0089.210	0003.392	0027.858	0007.988	0008.256	0033.437	0000.036	30.387292	-88.854065
06/10/2022 12:35:36.000	14.500	0000.046	0022.283	0089.185	0003.360	0027.850	0008.137	0008.257	0033.426	0000.047	30.387287	-88.854067
06/10/2022 12:35:36.000	30.687	0000.057	0022.283	0089.240	0003.369	0027.856	0008.137	0008.258	0033.434	0000.058	30.387284	-88.854069
06/10/2022 12:35:37.000	33.312	0000.055	0022.284	0089.240	0003.346	0027.866	0008.113	0008.256	0033.447	0000.056	30.387281	-88.854070
06/10/2022 12:35:37.000	76.312	0000.050	0022.282	0089.240	0003.329	0027.856	0008.413	0008.256	0033.434	0000.051	30.387279	-88.854071
06/10/2022 12:35:37.000	72.000	0000.050	0022.285	0089.220	0003.336	0027.846	0008.500	0008.257	0033.421	0000.051	30.387274	-88.854074
06/10/2022 12:35:37.000	25.062	0000.048	0022.289	0089.075	0003.324	0027.846	0008.538	0008.255	0033.421	0000.049	30.387271	-88.854075
06/10/2022 12:35:38.000	28.563	0000.044	0022.289	0089.225	0003.312	0027.852	0008.813	0008.256	0033.429	0000.045	30.387269	-88.854077
06/10/2022 12:35:38.000	13.062	0000.040	0022.285	0089.225	0003.303	0027.828	0009.225	0008.256	0033.397	0000.041	30.387267	-88.854078
06/10/2022 12:35:38.000	12.250	0000.042	0022.282	0089.235	0003.302	0027.806	0009.113	0008.256	0033.368	0000.043	30.387264	-88.854079
06/10/2022 12:35:38.000	11.625	0000.047	0022.277	0089.225	0003.299	0027.830	0008.825	0008.256	0033.399	0000.048	30.387259	-88.854081
06/10/2022 12:35:39.000	11.875	0000.049	0022.277	0089.165	0003.297	0027.894	0008.500	0008.256	0033.484	0000.050	30.387257	-88.854082
06/10/2022 12:35:39.000	9.813	0000.048	0022.285	0089.170	0003.339	0028.040	0008.387	0008.256	0033.677	0000.049	30.387254	-88.854083
06/10/2022 12:35:39.000	11.938	0000.048	0022.299	0089.160	0003.325	0028.052	0008.500	0008.256	0033.693	0000.049	30.387250	-88.854085
06/10/2022 12:35:39.000	10.187	0000.050	0022.309	0089.150	0003.321	0028.070	0008.800	0008.256	0033.717	0000.051	30.387248	-88.854086
06/10/2022 12:35:40.000	10.750	0000.055	0022.314	0089.165	0003.326	0028.098	0008.525	0008.256	0033.754	0000.056	30.387245	-88.854087
06/10/2022 12:35:40.000	11.437	0000.055	0022.319	0089.240	0003.326	0028.096	0008.575	0008.254	0033.752	0000.056	30.387243	-88.854088
06/10/2022 12:35:40.000	12.313	0000.049	0022.323	0089.240	0003.321	0028.082	0008.600	0008.256	0033.733	0000.050	30.387239	-88.854091
06/10/2022 12:35:40.000	15.812	0000.047	0022.321	0089.240	0003.313	0028.034	0008.762	0008.256	0033.670	0000.048	30.387237	-88.854092
06/10/2022 12:35:41.000	11.812	0000.051	0022.323	0089.235	0003.300	0027.980	0008.575	0008.254	0033.598	0000.052	30.387235	-88.854092
06/10/2022 12:35:41.000	11.313	0000.058	0022.324	0089.075	0003.264	0027.952	0008.863	0008.255	0033.561	0000.059	30.387233	-88.854093
06/10/2022 12:35:41.000	11.688	0000.059	0022.322	0089.210	0003.260	0027.964	0008.788	0008.254	0033.577	0000.060	30.387228	-88.854095
06/10/2022 12:35:41.000	11.500	0000.062	0022.322	0089.215	0003.272	0027.928	0008.775	0008.254	0033.529	0000.063	30.387226	-88.854096
06/10/2022 12:35:42.000	10.625	0000.061	0022.323	0089.220	0003.398	0027.958	0008.550	0008.255	0033.569	0000.062	30.387224	-88.854097
06/10/2022 12:35:42.000	11.500	0000.056	0022.319	0089.205	0003.407	0027.896	0008.538	0008.255	0033.487	0000.057	30.387222	-88.854097
06/10/2022 12:35:42.000	9.438	0000.048	0022.314	0089.175	0003.330	0027.904	0009.025	0008.256	0033.497	0000.049	30.387221	-88.854098
06/10/2022 12:35:42.000	11.437	0000.045	0022.312	0089.180	0003.260	0027.948	0008.900	0008.256	0033.556	0000.046	30.387217	-88.854100
06/10/2022 12:35:43.000	11.563	0000.056	0022.311	0089.175	0003.246	0027.954	0008.650	0008.255	0033.564	0000.057	30.387215	-88.854101
06/10/2022 12:35:43.000	12.375	0000.062	0022.304	0089.165	0003.284	0027.964	0008.713	0008.254	0033.577	0000.063	30.387213	-88.854102
06/10/2022 12:35:43.000	11.000	0000.067	0022.304	0089.175	0003.221	0028.038	0008.575	0008.255	0033.675	0000.069	30.387209	-88.854103
06/10/2022 12:35:43.000	11.187	0000.069	0022.308	0089.205	0003.220	0028.096	0008.413	0008.254	0033.752	0000.071	30.387207	-88.854104
06/10/2022 12:35:44.000	10.250	0000.065	0022.312	0089.210	0003.221	0028.100	0008.413	0008.252	0033.757	0000.067	30.387206	-88.854105
06/10/2022 12:35:44.000	10.625	0000.057	0022.321	0089.210	0003.319	0028.062	0008.512	0008.254	0033.707	0000.058	30.387204	-88.854106
06/10/2022 12:35:44.000	10.250	0000.048	0022.328	0089.220	0003.225	0028.064	0008.450	0008.252	0033.709	0000.049	30.387200	-88.854107
06/10/2022 12:35:44.000	9.688	0000.042	0022.331	0089.015	0003.206	0028.098	0008.550	0008.251	0033.754	0000.043	30.387199	-88.854108
06/10/2022 12:35:45.000	9.813	0000.052	0022.331	0089.065	0003.237	0028.174	0008.738	0008.253	0033.855	0000.053	30.387197	-88.854108
06/10/2022 12:35:45.000	10.500	0000.062	0022.335	0089.055	0003.164	0028.158	0008.538	0008.250	0033.834	0000.063	30.387195	-88.854109
06/10/2022 12:35:45.000	10.375	0000.067	0022.339	0089.050	0003.154	0028.178	0008.975	0008.249	0033.860	0000.069	30.387192	-88.854110
06/10/2022 12:35:45.000	10.187	0000.067	0022.347	0089.055	0003.155	0028.186	0009.075	0008.247	0033.871	0000.069	30.387190	-88.854111
06/10/2022 12:35:46.000	10.438	0000.063	0022.352	0089.090	0003.155	0028.188	0008.700	0008.247	0033.874	0000.064	30.387188	-88.854112
06/10/2022 12:35:46.000	10.875	0000.056	0022.357	0089.075	0003.152	0028.178	0008.338	0008.246	0033.860	0000.057	30.387187	-88.854113
06/10/2022 12:35:46.000	10.187	0000.050	0022.358	0089.080	0003.160	0028.186	0008.300	0008.247	0033.871	0000.051	30.387185	-88.854113
06/10/2022 12:35:46.000	10.250	0000.048	0022.359	0089.075	0003.159	0028.190	0008.387	0008.247	0033.876	0000.049	30.387182	-88.854115
06/10/2022 12:35:47.000	10.187	0000.048	0022.357	0089.080	0003.137	0028.192	0008.525	0008.247	0033.879	0000.049	30.387181	-88.854115
06/10/2022 12:35:47.000	10.063	0000.052	0022.357	0088.720	0000.000	0028.200	0008.637	0008.249	0033.889	0000.053	30.387179	-88.854116
06/10/2022 12:35:47.000	10.375	0000.065	0022.358	0088.715	0003.117	0028.224	0008.650	0008.249	0033.921	0000.067	30.387176	-88.854117
06/10/2022 12:35:47.000	10.063	0000.067	0022.359	0088.715	0003.144	0028.312	0008.713	0008.249	0034.038	0000.069	30.387175	-88.854118
06/10/2022 12:35:48.000	10.187	0000.064	0022.366	0088.715	0003.132	0028.360	0008.863	0008.250	0034.102	0000.065	30.387173	-88.854119
06/10/2022 12:35:48.000	9.500	0000.055	0022.373	0088.240	0003.232	0028.352	0009.200	0008.247	0034.091	0000.056	30.387172	-88.854119
06/10/2022 12:35:48.000	9.813	0000.053	0022.376	0088.760	0003.132	0028.346	0009.188	0008.250	0034.083	0000.054	30.387169	-88.854120
06/10/2022 12:35:48.000	10.125	0000.052	0022.377	0088.760	0003.095	0028.330	0008.850	0008.249	0034.062	0000.053	30.387167	-88.854121
06/10/2022 12:35:49.000	10.438	0000.062	0022.377	0088.760	0003.076	0028.304	0008.725	0008.250	0034.027	0000.063	30.387166	-88.854122
06/10/2022 12:35:49.000	10.625	0000.065	0022.375	0088.755	0003.100	0028.302	0009.125	0008.249	0034.025	0000.067	30.387164	-88.854122
06/10/2022 12:35:49.000	10.938	0000.064	0022.375	0088.605	0000.000	0028.310	0009.450	0008.249	0034.035	0000.065	30.387162	-88.854123
06/10/2022 12:35:49.000	10.500	0000.064	0022.377	0088.610	0003.037	0028.322	0009.575	0008.250	0034.051	0000.065	30.387160	-88.854124
06/10/2022 12:35:50.000	10.375	0000.057	0022.378	0088.605	0003.075	0028.308	0009.225	0008.247	0034.033	0000.058	30.387159	-88.854125
06/10/2022 12:35:50.000	10.313	0000.050	0022.380	0088.600	0003.034	0028.276	0009.225	0008.248	0033.990	0000.051	30.387157	-88.854125
06/10/2022 12:35:50.000	10.625	0000.050	0022.377	0088.610	0003.037	0028.230	0009.550	0008.247	0033.929	0000.051	30.387156	-88.854126
06/10/2022 12:35:50.000	10.938	0000.059	0022.376	0088.670	0003.083	0028.194	0008.988	0008.247	0033.881	0000.060	30.387154	-88.854127
06/10/2022 12:35:51.000	10.500	0000.063	0022.372	0088.670	0003.020	0028.210	0009.025	0008.248	0033.903	0000.064	30.387152	-88.854128
06/10/2022 12:35:51.000	10.063	0000.066	0022.370	0088.670	0003.093	0028.250	0009.363	0008.248	0033.956	0000.068	30.387151	-88.854128
06/10/2022 12:35:51.000	10.562	0000.066	0022.371	0088.660	0003.006	0028.334	0009.588	0008.249	0034.067	0000.068	30.387148	-88.854129
06/10/2022 12:35:51.000	10.063	0000.063	0022.371	0088.260	0003.014	0028.344	0009.150	0008.247	0034.080	0000.064	30.387147	-88.854130
06/10/2022 12:35:52.000	10.313	0000.061	0022.375	0088.605	0002.994	0028.336	0009.288	0008.249	0034.070	0000.062	30.387146	-88.854131
06/10/2022 12:35:52.000	10.500	0000.060	0022.374	0088.605	0002.987	0028.328	0008.938	0008.248	0034.059	0000.061	30.387144	-88.854131
06/10/2022 12:35:52.000	10.875	0000.060	0022.374	0088.595	0002.986	0028.302	0008.663	0008.248	0034.025	0000.061	30.387142	-88.854132
06/10/2022 12:35:52.000	10.375	0000.060	0022.372	0088.615	0002.967	0028.294	0008.738	0008.249	0034.014	0000.061	30.387141	-88.854133
06/10/2022 12:35:53.000	10.187	0000.061	0022.369	0088.560	0002.958	0028.288	0008.725	0008.248	0034.006	0000.062	30.387139	-88.854133
06/10/2022 12:35:53.000	10.187	0000.060	0022.367	0088.555	0002.953	0028.284	0008.850	0008.250	0034.001	0000.061	30.387138	-88.854134
06/10/2022 12:35:53.000	10.313	0000.057	0022.366	0088.565	0002.955	0028.278	0009.100	0008.249	0033.993	0000.058	30.387136	-88.854135
06/10/2022 12:35:53.000	10.438	0000.054	0022.365	0088.560	0002.942	0028.276	0009.088	0008.249	0033.990	0000.055	30.387135	-88.854135
06/10/2022 12:35:54.000	10.562	0000.060	0022.365	0088.565	0003.024	0028.270	0008.800	0008.249	0033.982	0000.061	30.387133	-88.854136
06/10/2022 12:35:54.000	10.187	0000.066	0022.364	0088.550	0002.925	0028.270	0008.575	0008.249	0033.982	0000.068	30.387132	-88.854136
06/10/2022 12:35:54.000	10.875	0000.067	0022.364	0088.550	0002.931	0028.266	0008.663	0008.250	0033.977	0000.069	30.387131	-88.854137
06/10/2022 12:35:54.000	10.438	0000.068	0022.364	0088.550	0002.909	0028.260	0009.625	0008.249	0033.969	0000.070	30.387129	-88.854138
06/10/2022 12:35:55.000	10.688	0000.067	0022.361	0088.540	0002.902	0028.252	0009.463	0008.250	0033.958	0000.069	30.387128	-88.854138
06/10/2022 12:35:55.000	10.250	0000.059	0022.361	0088.345	0002.894	0028.246	0009.188	0008.249	0033.950	0000.060	30.387126	-88.854139
06/10/2022 12:35:55.000	10.500	0000.054	0022.360	0088.625	0002.906	0028.240	0009.250	0008.251	0033.942	0000.055	30.387124	-88.854140
06/10/2022 12:35:55.000	14.063	0000.053	0022.358	0088.635	0002.930	0028.236	0009.750	0008.251	0033.937	0000.054	30.387123	-88.854140
06/10/2022 12:35:56.000	12.188	0000.054	0022.358	0088.630	0002.938	0028.234	0009.213	0008.249	0033.935	0000.055	30.387122	-88.854141
06/10/2022 12:35:56.000	12.813	0000.067	0022.357	0088.625	0002.897	0028.232	0008.775	0008.251	0033.932	0000.069	30.387121	-88.854141
06/10/2022 12:35:56.000	10.375	0000.073	0022.354	0088.625	0002.881	0028.220	0008.887	0008.250	0033.916	0000.075	30.387118	-88.854142
06/10/2022 12:35:56.000	10.187	0000.076	0022.354	0088.605	0002.871	0028.204	0008.938	0008.250	0033.895	0000.078	30.387117	-88.854143
06/10/2022 12:35:57.000	9.688	0000.070	0022.352	0088.625	0002.874	0028.172	0009.613	0008.251	0033.852	0000.072	30.387116	-88.854143
06/10/2022 12:35:57.000	10.063	0000.056	0022.348	0088.615	0002.886	0028.166	0009.600	0008.251	0033.844	0000.057	30.387115	-88.854144
06/10/2022 12:35:57.000	10.438	0000.050	0022.345	0088.625	0002.880	0028.164	0009.075	0008.252	0033.842	0000.051	30.387113	-88.854145
06/10/2022 12:35:57.000	10.625	0000.050	0022.343	0088.725	0002.901	0028.144	0009.387	0008.252	0033.815	0000.051	30.387112	-88.854145
06/10/2022 12:35:58.000	10.125	0000.055	0022.341	0088.725	0002.877	0028.116	0009.225	0008.252	0033.778	0000.056	30.387111	-88.854145
06/10/2022 12:35:58.000	10.187	0000.064	0022.338	0088.715	0002.862	0028.112	0008.963	0008.252	0033.773	0000.065	30.387110	-88.854146
06/10/2022 12:35:58.000	10.187	0000.066	0022.335	0088.725	0002.852	0028.114	0008.975	0008.252	0033.775	0000.068	30.387109	-88.854146
06/10/2022 12:35:58.000	10.313	0000.067	0022.333	0088.495	0002.850	0028.108	0009.275	0008.252	0033.768	0000.069	30.387107	-88.854147
06/10/2022 12:35:59.000	10.000	0000.066	0022.328	0088.675	0000.000	0028.084	0009.950	0008.252	0033.736	0000.068	30.387106	-88.854148
06/10/2022 12:35:59.000	10.187	0000.064	0022.325	0088.670	0002.860	0028.070	0009.463	0008.254	0033.717	0000.065	30.387105	-88.854148
06/10/2022 12:35:59.000	10.438	0000.061	0022.322	0088.680	0002.864	0028.046	0009.338	0008.254	0033.685	0000.062	30.387103	-88.854149
06/10/2022 12:35:59.000	10.187	0000.062	0022.320	0088.665	0002.913	0028.054	0009.438	0008.252	0033.696	0000.063	30.387102	-88.854149
06/10/2022 12:36:00.000	10.187	0000.063	0022.321	0088.705	0002.871	0028.072	0009.375	0008.253	0033.720	0000.064	30.387101	-88.854150
06/10/2022 12:36:00.000	10.063	0000.059	0022.320	0088.720	0002.869	0028.066	0009.325	0008.252	0033.712	0000.060	30.387100	-88.854150
06/10/2022 12:36:00.000	10.063	0000.057	0022.321	0088.715	0002.876	0028.072	0009.625	0008.254	0033.720	0000.058	30.387098	-88.854151
06/10/2022 12:36:00.000	10.063	0000.058	0022.321	0088.715	0002.927	0028.076	0009.525	0008.254	0033.725	0000.059	30.387097	-88.854152
06/10/2022 12:36:01.000	10.187	0000.065	0022.321	0088.710	0002.866	0028.080	0009.600	0008.254	0033.730	0000.067	30.387096	-88.854152
06/10/2022 12:36:01.000	10.000	0000.068	0022.320	0088.800	0002.908	0028.080	0009.288	0008.254	0033.730	0000.070	30.387095	-88.854153
06/10/2022 12:36:01.000	9.938	0000.067	0022.321	0088.805	0002.837	0028.080	0009.025	0008.253	0033.730	0000.069	30.387093	-88.854153
06/10/2022 12:36:01.000	10.063	0000.058	0022.323	0088.800	0002.809	0028.078	0008.925	0008.254	0033.728	0000.059	30.387092	-88.854154
06/10/2022 12:36:02.000	10.063	0000.055	0022.322	0088.810	0002.902	0028.076	0009.050	0008.254	0033.725	0000.056	30.387091	-88.854154
06/10/2022 12:36:02.000	10.125	0000.055	0022.321	0088.565	0002.931	0028.078	0009.363	0008.252	0033.728	0000.056	30.387090	-88.854155
06/10/2022 12:36:02.000	10.187	0000.063	0022.320	0088.800	0002.816	0028.074	0009.313	0008.255	0033.723	0000.064	30.387089	-88.854155
06/10/2022 12:36:02.000	10.250	0000.067	0022.319	0088.800	0002.922	0028.072	0008.900	0008.254	0033.720	0000.069	30.387087	-88.854156
06/10/2022 12:36:03.000	10.250	0000.070	0022.321	0088.800	0002.802	0028.072	0008.750	0008.255	0033.720	0000.072	30.387086	-88.854156
06/10/2022 12:36:03.000	10.500	0000.066	0022.321	0088.800	0002.808	0028.072	0008.688	0008.253	0033.720	0000.068	30.387085	-88.854157
06/10/2022 12:36:03.000	10.250	0000.055	0022.318	0088.825	0002.807	0028.072	0008.963	0008.254	0033.720	0000.056	30.387083	-88.854158
06/10/2022 12:36:03.000	10.250	0000.050	0022.320	0088.815	0002.804	0028.074	0009.300	0008.255	0033.723	0000.051	30.387083	-88.854158
06/10/2022 12:36:04.000	9.688	0000.056	0022.320	0088.825	0002.931	0028.078	0009.000	0008.253	0033.728	0000.057	30.387082	-88.854158
06/10/2022 12:36:04.000	10.187	0000.072	0022.320	0088.830	0002.810	0028.082	0009.325	0008.254	0033.733	0000.074	30.387081	-88.854159
06/10/2022 12:36:04.000	10.125	0000.078	0022.321	0088.825	0002.795	0028.080	0009.375	0008.254	0033.730	0000.080	30.387079	-88.854160
06/10/2022 12:36:04.000	10.375	0000.075	0022.319	0088.905	0002.818	0028.078	0009.262	0008.255	0033.728	0000.077	30.387078	-88.854160
06/10/2022 12:36:05.000	9.688	0000.055	0022.322	0088.910	0002.825	0028.078	0009.188	0008.253	0033.728	0000.056	30.387077	-88.854161
06/10/2022 12:36:05.000	10.438	0000.045	0022.322	0088.905	0002.846	0028.080	0009.475	0008.255	0033.730	0000.046	30.387076	-88.854161
06/10/2022 12:36:05.000	9.500	0000.044	0022.326	0088.910	0002.849	0028.086	0010.038	0008.255	0033.738	0000.045	30.387075	-88.854162
06/10/2022 12:36:05.000	9.688	0000.063	0022.324	0088.670	0002.835	0028.094	0009.538	0008.252	0033.749	0000.064	30.387074	-88.854162
