Date / Time	TURBIDITY;FTU	PRESSURE;DBAR	TEMPERATURE;C	DISSOLVED OXYGEN;SAT%	ALTITUDE;M	CONDUCTIVITY;MS/CM	FLUOROMETER (C);UG/L	PH;PH	Calc. SALINITY; PSU	Calc. DEPTH;M	LATITUDE;DEG	LONGITUDE;DEG
30/09/2021 16:49:44.000	4.875	-000.022	0026.554	0092.735	0014.315	0000.102	0005.850	0007.716	0000.087	-000.023	30.186224	-91.985111
30/09/2021 16:49:44.000	6.313	-000.023	0026.555	0092.735	0014.237	0000.100	0005.925	0007.714	0000.085	-000.024	30.186224	-91.985111
30/09/2021 16:49:44.000	5.125	-000.022	0026.557	0092.735	0014.318	0000.100	0005.950	0007.718	0000.085	-000.023	30.186224	-91.985111
30/09/2021 16:49:45.000	4.875	-000.024	0026.558	0092.730	0014.277	0000.100	0005.888	0007.714	0000.085	-000.025	30.186224	-91.985111
30/09/2021 16:49:45.000	5.438	0000.021	0026.559	0092.735	0014.262	0000.100	0006.138	0007.656	0000.085	0000.021	30.186224	-91.985111
30/09/2021 16:49:45.000	4.875	0000.093	0026.558	0092.720	0014.227	0000.100	0006.125	0007.643	0000.085	0000.095	30.186224	-91.985111
30/09/2021 16:49:45.000	4.938	0000.161	0026.551	0092.725	0014.336	0000.102	0006.800	0007.613	0000.087	0000.165	30.186224	-91.985111
30/09/2021 16:49:46.000	5.125	0000.249	0026.548	0092.725	0014.267	0000.100	0006.963	0007.562	0000.085	0000.255	30.186224	-91.985112
30/09/2021 16:49:46.000	5.188	0000.328	0026.543	0092.735	0014.114	0000.102	0007.513	0007.565	0000.087	0000.336	30.186224	-91.985112
30/09/2021 16:49:46.000	5.125	0000.415	0026.538	0092.680	0013.918	0000.100	0007.675	0007.563	0000.085	0000.425	30.186224	-91.985112
30/09/2021 16:49:46.000	5.188	0000.503	0026.535	0092.675	0014.123	0000.102	0007.787	0007.543	0000.087	0000.515	30.186224	-91.985112
30/09/2021 16:49:47.000	5.250	0000.595	0026.529	0092.680	0014.045	0000.102	0008.088	0007.501	0000.087	0000.609	30.186224	-91.985112
30/09/2021 16:49:47.000	5.125	0000.680	0026.522	0092.675	0013.840	0000.102	0008.200	0007.505	0000.087	0000.696	30.186225	-91.985113
30/09/2021 16:49:47.000	5.313	0000.755	0026.512	0092.625	0014.029	0000.102	0009.075	0007.488	0000.087	0000.773	30.186225	-91.985113
30/09/2021 16:49:47.000	5.313	0000.855	0026.503	0092.765	0013.818	0000.100	0009.813	0007.469	0000.085	0000.875	30.186225	-91.985113
30/09/2021 16:49:48.000	5.313	0000.944	0026.484	0092.770	0013.787	0000.102	0010.512	0007.443	0000.087	0000.966	30.186225	-91.985114
30/09/2021 16:49:48.000	5.250	0001.020	0026.470	0092.770	0013.630	0000.102	0010.775	0007.429	0000.087	0001.044	30.186225	-91.985114
30/09/2021 16:49:48.000	5.250	0001.099	0026.454	0092.765	0013.506	0000.100	0011.012	0007.401	0000.085	0001.125	30.186225	-91.985114
30/09/2021 16:49:48.000	5.125	0001.179	0026.409	0092.355	0013.503	0000.102	0011.288	0007.373	0000.087	0001.207	30.186225	-91.985114
30/09/2021 16:49:49.000	5.250	0001.273	0026.341	0092.310	0013.158	0000.100	0011.300	0007.345	0000.085	0001.303	30.186225	-91.985114
30/09/2021 16:49:49.000	5.188	0001.349	0026.273	0092.350	0013.100	0000.100	0011.050	0007.322	0000.085	0001.381	30.186225	-91.985115
30/09/2021 16:49:49.000	5.125	0001.424	0026.169	0092.345	0013.019	0000.100	0010.925	0007.288	0000.085	0001.457	30.186225	-91.985115
30/09/2021 16:49:49.000	5.000	0001.512	0026.075	0092.350	0012.897	0000.100	0010.275	0007.266	0000.085	0001.547	30.186225	-91.985115
